VOLTAGE,CURRENT,GAS,WIRESPEED
28.5,334.7,25.7,8.8
29.7,333.7,25.7,8.9
28.8,408.6,25.7,8.7
29.1,324.5,25.7,8.5
29.0,285.6,25.6,8.5
29.1,358.2,25.5,8.8
29.1,252.5,25.5,8.9
28.4,320.3,25.5,8.9
28.9,327.0,25.5,8.7
29.2,340.7,25.6,8.6
28.3,304.7,25.6,8.7
28.2,298.4,25.6,8.7
28.8,328.3,25.6,8.6
28.4,278.3,25.6,8.5
28.4,332.4,25.5,8.6
28.6,315.2,25.6,8.7
28.6,389.5,25.6,8.8
28.0,300.6,25.7,8.8
28.9,351.6,25.6,8.9
29.1,334.0,25.6,9.1
29.1,281.2,25.6,9.1
28.9,345.5,25.7,9.0
29.2,347.7,25.7,9.0
28.7,404.1,25.6,9.1
28.6,377.3,25.6,9.1
28.8,345.2,25.7,8.9
29.2,315.9,25.6,8.7
28.4,274.2,25.7,8.9
28.8,314.9,25.6,9.0
28.7,337.2,25.6,8.7
28.7,368.7,25.6,8.7
29.1,413.3,25.6,8.7
28.8,398.0,25.5,8.9
28.6,367.2,25.5,9.0
28.1,344.2,25.5,8.9
28.8,324.8,25.5,8.8
28.6,312.4,25.5,9.0
29.0,342.0,25.6,9.0
28.6,321.0,25.6,8.8
28.8,397.4,25.6,8.7
28.9,320.0,25.7,8.9
29.0,318.4,25.5,9.0
28.8,350.6,25.6,9.0
29.3,396.1,25.6,8.9
29.1,406.6,25.5,8.8
29.3,403.5,25.7,8.9
28.6,351.6,25.7,8.9
28.9,347.1,25.7,8.7
28.8,275.4,25.7,8.7
29.2,222.3,25.6,8.9
29.3,233.7,25.8,9.1
28.3,312.4,25.7,8.8
28.8,418.1,25.6,8.8
28.4,350.0,25.6,8.7
28.5,388.2,25.7,9.0
28.6,371.9,25.7,9.1
28.7,334.7,25.7,9.0
28.7,331.2,25.8,8.7
28.1,271.6,25.7,8.9
28.6,286.3,25.5,9.0
29.1,325.1,25.6,8.9
28.9,288.8,25.7,8.8
28.8,323.5,25.8,8.6
29.4,314.6,25.7,8.6
29.0,398.7,25.7,8.7
28.6,394.5,25.6,8.8
28.9,436.6,25.6,8.8
28.8,404.1,25.6,8.6
27.8,429.9,25.6,8.6
29.9,321.6,25.6,8.7
28.6,279.3,25.7,8.7
29.2,287.2,25.5,8.8
29.1,259.5,25.4,8.7
28.6,303.5,25.6,8.7
28.9,351.9,25.6,8.7
28.5,497.4,25.6,8.8
28.3,414.0,25.5,8.8
28.5,363.7,25.5,8.7
28.8,421.6,25.6,8.6
28.5,334.0,25.6,8.7
28.5,342.0,25.6,8.8
29.6,305.1,25.5,8.7
28.2,315.9,25.5,8.8
29.4,341.0,25.6,8.8
31.3,264.9,25.6,8.8
28.6,389.1,25.6,8.8
29.0,329.6,25.6,8.9
28.7,404.1,25.6,8.9
29.1,385.3,25.7,8.8
28.9,408.9,25.6,8.9
28.9,289.4,25.5,8.9
28.3,261.4,25.5,8.9
28.4,287.9,25.5,8.9
28.5,167.8,25.4,9.1
28.6,286.9,25.5,9.0
28.1,295.2,25.5,9.0
28.7,429.9,25.5,9.1
28.9,364.3,25.6,9.0
29.1,390.7,25.6,8.8
28.3,442.0,25.6,8.7
28.6,295.8,25.6,8.8
28.9,374.5,25.7,9.0
29.5,251.9,25.7,8.9
28.0,282.8,25.7,8.7
28.8,227.7,25.8,8.8
28.8,282.4,25.6,8.7
29.0,377.7,25.5,9.1
28.9,295.5,25.6,9.0
28.9,451.2,25.6,8.8
28.8,405.4,25.5,8.6
29.0,458.2,25.6,8.7
28.9,327.7,25.7,8.8
28.9,357.0,25.7,8.8
28.7,319.7,25.7,8.8
28.9,268.7,25.6,8.8
28.4,331.2,25.6,8.8
28.9,229.6,25.5,9.0
28.6,406.3,25.6,8.9
29.0,355.1,25.5,8.8
29.2,469.1,25.5,8.8
28.6,435.9,25.5,8.8
28.5,370.0,25.6,8.9
29.0,438.2,25.6,8.9
28.2,278.9,25.6,8.9
28.9,342.6,25.6,8.8
29.0,210.5,25.8,8.8
29.0,274.2,25.6,8.9
28.8,312.4,25.6,8.9
28.7,258.2,25.6,8.8
29.2,464.9,25.7,8.7
29.0,354.4,25.8,8.7
28.7,436.9,25.7,8.7
29.1,289.8,25.7,8.8
28.8,357.9,25.7,8.7
28.5,287.5,25.7,8.7
28.6,251.6,25.6,8.7
28.7,309.2,25.6,8.8
28.9,195.8,25.7,8.7
28.5,371.0,25.6,8.7
28.6,249.6,25.6,8.8
28.1,351.6,25.7,8.8
28.5,403.8,25.5,8.7
28.7,455.7,25.6,8.7
28.7,449.0,25.5,8.8
28.5,317.2,25.6,8.6
28.4,429.9,25.5,8.7
29.1,246.1,25.5,8.8
28.9,305.1,25.5,8.7
29.2,254.4,25.5,8.7
28.6,261.4,25.6,8.8
29.4,416.2,25.5,8.8
28.7,365.9,25.6,8.8
28.4,485.3,25.6,8.8
29.3,310.5,25.5,8.9
28.9,431.5,25.5,9.0
28.8,346.5,25.5,9.0
28.4,322.9,25.6,8.9
28.6,332.8,25.5,9.0
28.5,278.9,25.5,8.6
28.9,424.5,25.6,8.9
28.6,230.8,25.6,8.9
28.6,405.4,25.5,8.8
29.9,309.8,25.6,9.0
28.0,369.1,25.6,8.7
29.7,434.0,25.6,8.8
28.9,389.1,25.7,8.8
28.1,436.6,25.5,8.8
28.2,235.9,25.5,8.7
28.2,336.6,25.6,8.8
29.2,213.0,25.6,8.9
28.4,235.0,25.8,8.9
29.2,329.6,25.7,8.8
28.4,344.5,25.8,8.8
28.6,461.1,25.7,8.8
28.6,275.1,25.7,8.8
28.7,433.1,25.7,8.8
29.1,271.9,25.6,8.8
28.5,279.3,25.7,8.9
29.1,290.1,25.7,8.9
28.6,289.4,25.7,8.9
28.8,387.9,25.7,8.9
29.1,261.1,25.6,8.9
28.8,407.0,25.6,8.8
29.3,254.4,25.5,8.7
28.7,341.4,25.6,8.8
28.8,393.9,25.6,8.8
28.3,381.5,25.5,8.9
28.8,412.7,25.6,8.8
28.5,304.4,25.6,8.9
28.8,412.4,25.5,8.7
28.6,227.7,25.4,8.8
28.2,290.4,25.6,8.7
28.4,330.9,25.6,8.7
28.4,340.1,25.5,8.8
28.2,403.8,25.6,8.6
29.0,303.8,25.6,8.8
28.8,485.6,25.5,8.6
28.8,267.2,25.5,8.7
28.9,353.1,25.6,8.7
28.6,325.4,25.7,8.8
28.5,322.6,25.6,8.8
29.0,413.3,25.6,8.7
29.0,285.0,25.6,8.7
29.0,435.9,25.6,8.6
28.7,298.4,25.6,8.7
29.2,370.0,25.7,8.7
28.7,324.5,25.6,8.7
28.7,322.6,25.7,8.7
28.6,403.5,25.7,8.5
28.7,382.4,25.7,8.6
28.6,414.9,25.6,8.6
28.6,233.4,25.5,8.7
29.0,357.9,25.5,8.6
28.5,322.6,25.5,8.7
28.6,341.4,25.5,8.6
28.4,347.1,25.5,8.8
29.0,254.4,25.5,8.7
28.8,407.3,25.4,8.8
28.4,221.9,25.5,8.7
28.8,356.6,25.6,8.9
28.7,264.6,25.5,8.7
28.2,296.1,25.6,8.9
28.6,376.7,25.6,8.9
28.4,304.7,25.5,8.8
29.3,425.1,25.5,8.8
28.2,298.4,25.5,8.7
28.5,371.0,25.6,8.8
28.4,266.5,25.6,8.8
29.0,340.4,25.5,8.8
28.6,346.1,25.5,8.8
29.0,288.2,25.5,8.8
28.9,416.8,25.5,8.8
28.7,339.1,25.6,8.7
29.0,404.1,25.5,8.7
28.9,342.6,25.5,8.8
28.7,408.6,25.5,8.8
28.5,371.3,25.6,8.7
29.1,316.2,25.8,8.7
28.5,379.6,25.7,8.7
28.7,247.4,25.7,8.8
28.6,383.7,25.7,8.7
28.6,269.4,25.6,8.7
28.3,362.7,25.6,8.8
28.8,375.1,25.6,8.7
29.4,330.5,25.7,8.8
28.5,458.2,25.8,8.7
28.7,350.6,25.7,8.8
29.1,415.2,25.7,8.7
28.4,365.2,25.7,8.8
29.4,388.2,25.7,8.6
29.6,269.1,25.6,8.8
28.2,284.0,25.6,8.7
29.6,345.2,25.6,8.8
27.9,239.4,25.6,8.8
28.4,377.3,25.7,8.8
28.9,338.8,25.7,8.8
29.1,394.9,25.7,8.8
28.8,309.2,25.6,8.7
28.4,332.8,25.6,8.7
28.6,349.0,25.6,8.7
28.7,229.3,25.6,8.7
28.2,291.7,25.6,8.7
29.0,216.5,25.6,8.7
28.7,336.9,25.5,8.7
28.9,294.5,25.6,8.7
29.4,306.6,25.6,8.7
28.9,387.5,25.5,8.7
28.6,350.3,25.4,8.5
28.4,406.0,25.5,8.8
28.8,330.9,25.5,8.6
28.5,371.0,25.5,8.7
28.9,327.3,25.5,8.5
29.0,322.6,25.5,8.6
28.8,277.0,25.5,8.6
28.6,233.4,25.7,8.5
28.8,372.3,25.6,8.5
28.9,365.9,25.6,8.6
28.4,415.2,25.6,8.5
28.7,385.3,25.6,8.6
28.4,485.0,25.7,8.6
28.5,370.3,25.6,8.5
28.3,282.8,25.6,8.6
28.5,324.8,25.7,8.6
28.9,245.8,25.7,8.7
28.3,305.4,25.6,8.8
28.5,279.6,25.6,8.8
28.8,371.0,25.6,8.9
28.7,387.2,25.7,8.9
28.9,345.2,25.6,8.9
28.6,402.2,25.6,8.9
29.4,379.9,25.6,9.0
28.8,390.1,25.7,8.8
28.9,345.8,25.7,8.8
29.2,333.4,25.5,8.9
28.6,267.8,25.6,8.8
29.1,250.9,25.6,8.9
29.3,278.9,25.5,8.7
28.8,275.4,25.6,8.9
28.5,365.6,25.6,8.8
28.5,440.1,25.7,8.9
28.5,479.3,25.7,8.7
29.0,371.9,25.6,8.9
28.0,334.4,25.6,8.8
28.2,316.2,25.6,8.9
28.9,248.4,25.6,8.8
29.1,258.2,25.6,8.7
29.3,273.8,25.6,8.7
29.1,334.7,25.6,8.7
29.0,350.6,25.6,8.8
28.7,376.7,25.5,8.7
29.1,389.5,25.6,8.9
28.6,387.5,25.5,8.7
28.4,401.2,25.6,8.8
28.6,386.3,25.6,8.8
28.1,367.8,25.7,8.8
28.9,336.3,25.6,8.7
29.2,315.6,25.7,8.8
28.9,238.5,25.7,8.9
28.4,290.1,25.6,8.8
28.9,346.5,25.7,8.7
29.3,410.5,25.6,8.8
28.5,469.4,25.7,8.7
28.2,467.5,25.6,8.8
28.7,398.7,25.6,8.8
29.6,355.1,25.5,8.8
29.3,324.2,25.7,8.7
28.4,258.2,25.6,8.6
28.3,265.9,25.7,8.7
28.1,277.3,25.7,8.6
29.2,366.5,25.6,8.7
29.6,378.9,25.7,8.7
29.2,366.8,25.7,8.7
28.9,414.6,25.7,8.8
28.7,403.5,25.6,8.7
29.4,410.5,25.6,8.7
29.5,361.7,25.6,8.7
28.8,342.6,25.5,8.6
29.1,304.4,25.5,8.6
29.1,284.7,25.5,8.6
28.1,255.7,25.5,8.5
28.8,212.1,25.5,8.6
28.5,318.1,25.5,8.5
29.5,416.8,25.6,8.6
29.0,470.7,25.6,8.6
28.5,366.8,25.6,8.6
28.8,407.3,25.6,8.6
29.1,369.1,25.6,8.7
29.0,236.3,25.6,8.7
29.3,276.1,25.6,8.7
28.6,229.9,25.6,8.6
28.9,311.4,25.6,8.8
28.9,289.1,25.7,8.8
28.9,334.7,25.7,8.8
29.1,393.9,25.6,8.8
29.2,339.4,25.6,8.8
29.0,402.8,25.6,8.8
29.3,363.3,25.6,8.8
29.3,375.1,25.6,8.8
29.1,321.0,25.6,8.8
28.8,313.3,25.6,8.8
29.1,264.9,25.6,8.7
28.7,240.4,25.7,8.7
28.8,353.5,25.6,8.8
28.7,319.4,25.6,8.8
29.0,383.4,25.8,8.8
28.6,371.9,25.7,8.8
28.1,500.6,25.7,8.8
28.8,385.0,25.7,8.9
29.2,303.8,25.6,8.7
28.7,362.1,25.6,8.8
29.1,253.1,25.6,8.8
28.9,317.8,25.6,8.7
28.6,265.2,25.6,8.7
29.2,356.0,25.7,8.7
29.1,379.6,25.7,8.8
29.0,333.7,25.6,8.8
28.9,436.6,25.5,8.8
29.2,346.8,25.5,8.8
28.9,381.8,25.5,8.8
29.0,334.4,25.4,8.8
28.6,350.9,25.5,8.8
28.7,271.6,25.5,8.8
28.9,282.4,25.6,8.8
29.4,348.7,25.5,8.7
29.1,299.0,25.6,8.8
28.6,379.9,25.6,8.8
28.5,311.4,25.6,8.8
29.3,391.0,25.6,8.7
28.3,329.9,25.7,9.0
28.6,340.4,25.8,8.7
29.1,362.7,25.7,8.7
29.1,241.0,25.7,8.8
28.9,365.9,25.7,8.8
28.5,235.9,25.7,8.7
28.7,341.7,25.6,8.7
28.4,295.2,25.6,8.7
28.9,319.4,25.7,8.7
28.9,442.0,25.7,8.7
28.4,321.0,25.7,8.7
29.0,420.7,25.6,8.7
28.4,336.9,25.5,8.8
29.3,378.6,25.6,8.6
29.0,300.9,25.6,8.6
28.5,349.0,25.6,8.6
29.4,368.1,25.6,8.7
29.0,345.5,25.4,8.6
29.0,423.5,25.6,8.7
29.1,342.3,25.6,8.6
29.1,411.7,25.6,8.6
28.2,369.4,25.6,8.6
29.3,428.3,25.6,8.6
29.2,395.5,25.7,8.6
29.4,335.3,25.6,8.6
28.8,454.1,25.5,8.6
30.2,256.3,25.6,8.6
29.2,437.9,25.6,8.5
29.3,287.2,25.6,8.7
29.3,337.5,25.5,8.6
29.9,391.4,25.6,8.8
28.3,305.7,25.5,8.7
28.8,427.7,25.5,8.7
28.3,274.2,25.5,8.8
29.0,370.7,25.6,8.7
29.3,257.0,25.6,8.8
28.8,307.9,25.5,8.7
28.5,326.7,25.6,8.7
29.0,292.3,25.6,8.8
28.2,378.0,25.7,8.8
28.9,273.2,25.8,8.7
29.5,385.6,25.7,8.8
29.0,219.7,25.6,8.8
29.4,280.2,25.8,8.8
28.5,325.8,25.8,8.7
28.9,343.0,25.8,8.7
28.6,389.5,25.6,8.7
30.2,275.8,25.7,8.7
29.1,490.7,25.7,8.7
28.6,255.1,25.7,8.8
28.8,356.6,25.8,8.6
28.6,326.4,25.8,8.7
28.8,300.3,25.8,8.7
29.1,389.1,25.7,8.8
28.9,264.3,25.7,8.7
28.6,414.6,25.6,8.8
28.9,243.3,25.7,8.8
28.7,374.2,25.6,8.8
29.4,328.9,25.6,8.8
29.0,330.5,25.6,8.8
28.9,419.7,25.7,8.6
28.9,360.8,25.7,8.8
29.1,442.3,25.6,8.6
29.1,239.8,25.7,8.7
28.9,371.3,25.6,8.7
29.2,286.6,25.6,8.7
29.4,300.6,25.5,8.8
28.9,373.8,25.6,8.7
29.2,350.6,25.7,8.8
29.1,499.6,25.6,8.9
28.6,279.6,25.6,8.8
28.8,443.3,25.6,8.8
29.2,316.2,25.6,8.8
29.2,309.5,25.6,8.7
29.1,322.6,25.6,8.7
28.9,257.0,25.6,8.7
29.3,398.0,25.6,8.6
28.9,201.9,25.8,8.6
28.5,372.9,25.7,8.7
28.8,283.4,25.5,8.8
28.6,321.6,25.6,8.8
28.9,401.6,25.6,8.5
28.8,387.5,25.7,8.6
28.4,441.4,25.6,8.7
29.5,255.4,25.6,8.6
29.2,359.5,25.7,8.7
28.4,169.7,25.6,8.6
28.4,278.0,25.6,8.6
28.7,294.2,25.5,8.6
29.5,343.0,25.5,8.5
29.1,480.2,25.6,8.6
29.0,337.2,25.6,8.5
29.6,456.6,25.6,8.6
28.8,315.9,25.6,8.6
28.7,391.4,25.6,8.6
29.3,324.2,25.6,8.6
29.3,289.1,25.5,8.6
28.6,356.0,25.5,8.8
29.2,263.3,25.5,8.7
29.4,418.1,25.5,8.7
29.0,243.3,25.5,8.9
28.6,359.8,25.7,8.8
28.6,411.4,25.6,8.8
28.7,450.6,25.6,8.8
29.2,455.4,25.5,8.6
28.9,315.9,25.6,9.0
29.1,425.4,25.6,8.6
29.2,259.2,25.6,8.5
28.9,320.3,25.6,8.5
29.2,260.1,25.7,8.7
29.2,276.4,25.7,8.6
28.8,437.2,25.6,8.6
29.7,371.0,25.7,8.6
28.6,464.3,25.6,8.6
29.6,308.6,25.7,8.8
29.5,418.4,25.6,8.7
28.6,301.2,25.7,8.7
28.7,305.7,25.7,8.8
28.8,293.6,25.6,8.6
29.0,231.2,25.7,8.7
28.7,338.2,25.7,8.8
29.5,189.8,25.6,8.8
28.9,360.8,25.8,8.7
29.0,336.6,25.7,8.7
28.9,411.4,25.7,8.7
28.4,418.8,25.7,8.7
28.5,329.9,25.7,8.8
28.3,396.5,25.6,8.7
29.4,242.3,25.6,8.9
29.1,318.4,25.6,8.8
28.6,233.1,25.8,8.8
29.0,263.3,25.7,8.8
28.8,354.7,25.6,8.9
28.6,271.6,25.7,8.6
29.2,445.8,25.7,8.8
28.6,397.7,25.7,8.8
29.0,447.4,25.5,8.8
28.3,338.2,25.6,8.8
29.6,407.0,25.6,8.7
29.3,302.8,25.6,8.6
28.9,257.0,25.5,8.8
28.8,298.4,25.5,8.7
28.6,210.8,25.5,8.7
29.2,371.3,25.5,8.6
29.0,338.2,25.5,8.6
29.0,484.0,25.6,8.6
29.3,418.1,25.6,8.7
29.5,373.5,25.6,8.6
29.1,442.0,25.5,8.6
29.3,289.4,25.6,8.7
28.8,332.1,25.6,8.7
29.0,274.8,25.6,8.6
29.1,307.3,25.6,8.8
29.3,285.0,25.6,8.6
29.1,272.3,25.6,8.8
28.8,403.8,25.5,8.6
29.3,347.4,25.5,8.8
29.2,416.5,25.6,8.6
28.8,395.8,25.6,8.7
29.3,411.1,25.6,8.7
29.1,278.6,25.6,8.7
29.2,284.0,25.6,8.6
28.7,258.2,25.6,8.6
29.1,163.3,25.7,8.7
28.9,266.5,25.7,8.8
28.6,280.5,25.7,8.6
29.3,418.1,25.6,8.8
29.2,335.0,25.6,8.8
28.8,389.8,25.6,8.7
28.7,416.5,25.6,8.9
28.4,309.2,25.5,8.8
29.4,329.9,25.6,8.7
28.5,277.0,25.7,8.8
28.9,288.8,25.7,8.8
29.1,324.5,25.7,8.7
29.0,289.4,25.7,8.7
29.1,340.4,25.5,8.8
29.2,292.6,25.6,8.8
29.2,406.3,25.6,8.7
29.4,447.4,25.7,8.8
29.0,435.6,25.7,8.7
29.1,380.2,25.7,8.7
29.4,404.4,25.6,8.7
28.7,326.1,25.7,8.9
29.5,272.3,25.8,8.8
30.0,282.4,25.6,8.7
29.0,300.6,25.6,8.7
29.1,391.4,25.5,8.7
29.3,364.3,25.6,8.8
28.6,469.4,25.7,8.8
28.8,413.3,25.6,8.8
29.6,326.4,25.6,8.7
29.3,390.1,25.7,8.8
28.7,336.6,25.7,8.8
29.8,315.9,25.7,8.8
28.4,322.6,25.7,8.7
29.2,308.2,25.7,8.8
28.7,332.8,25.8,8.8
29.0,282.1,25.7,8.9
29.3,310.5,25.7,8.8
29.1,306.6,25.8,8.9
28.6,385.6,25.7,8.8
29.3,397.1,25.7,8.8
28.6,364.3,25.7,8.7
28.9,291.7,25.7,8.9
28.5,285.6,25.7,8.7
28.9,246.5,25.7,8.8
28.9,261.7,25.5,8.7
29.0,272.3,25.5,8.7
28.9,316.8,25.5,8.7
28.7,395.8,25.5,8.7
28.8,366.2,25.5,8.6
29.0,336.6,25.5,8.9
28.8,328.6,25.5,8.7
28.6,304.1,25.5,8.7
28.8,297.1,25.5,8.7
29.1,336.6,25.6,8.7
28.5,305.7,25.5,8.7
29.3,387.2,25.5,8.7
28.8,334.4,25.5,8.7
28.7,322.9,25.7,8.6
28.9,355.4,25.7,8.6
29.1,354.7,25.6,8.7
29.3,380.9,25.5,8.7
28.8,392.3,25.6,8.6
29.3,404.4,25.6,8.5
29.3,375.1,25.6,8.6
29.2,284.7,25.6,8.7
29.2,342.3,25.6,8.8
28.9,293.6,25.7,8.8
29.3,352.5,25.7,8.7
29.2,379.6,25.8,8.7
29.4,379.3,25.7,8.9
29.3,351.2,25.7,8.8
29.3,329.9,25.7,8.8
29.1,346.5,25.7,8.8
28.8,301.2,25.7,8.8
29.3,376.4,25.7,8.8
29.3,335.3,25.6,8.8
29.1,409.2,25.7,8.8
29.1,331.8,25.6,8.8
29.3,344.2,25.6,8.7
28.9,345.8,25.6,8.8
28.9,255.7,25.6,8.8
29.0,316.5,25.7,8.8
29.1,322.3,25.6,8.8
29.0,381.5,25.5,8.9
28.8,329.6,25.6,8.7
28.8,318.4,25.7,8.7
28.4,355.1,25.6,8.8
28.9,243.6,25.7,8.7
28.7,343.3,25.6,9.1
28.8,337.2,25.6,9.0
28.8,347.4,25.5,8.9
28.9,295.5,25.6,8.9
28.8,321.3,25.6,8.7
29.0,361.7,25.6,8.7
28.6,249.3,25.6,8.7
28.9,362.4,25.6,8.7
29.2,308.6,25.6,8.8
29.1,425.8,25.6,8.7
28.8,349.3,25.6,8.8
29.5,380.5,25.6,8.8
28.7,384.4,25.6,8.9
29.2,319.1,25.8,8.7
29.2,382.4,25.7,8.7
29.1,276.1,25.8,8.9
29.1,334.4,25.8,8.7
29.1,355.7,25.7,8.9
29.1,418.8,25.7,8.6
29.1,368.4,25.7,8.8
29.0,315.6,25.7,8.8
29.7,468.4,25.7,8.8
29.4,403.8,25.7,8.7
29.7,424.2,25.7,8.7
28.0,329.9,25.8,8.6
29.4,361.4,25.7,8.8
30.2,357.3,25.7,8.7
28.3,247.1,25.6,8.7
29.5,367.5,25.6,8.8
30.2,235.6,25.6,8.8
28.7,397.4,25.6,8.9
28.5,304.1,25.6,8.7
29.7,396.8,25.5,8.6
28.9,339.4,25.5,8.7
28.7,313.3,25.5,8.6
29.4,352.2,25.6,8.7
28.8,207.0,25.7,8.6
29.2,291.0,25.6,8.6
28.4,248.7,25.5,8.7
28.7,292.0,25.6,8.7
28.9,303.1,25.5,8.6
28.4,329.6,25.6,8.6
28.8,430.9,25.5,8.6
29.1,363.0,25.6,8.6
28.6,425.8,25.6,8.6
28.4,243.0,25.6,8.6
29.0,340.1,25.6,8.7
28.4,262.7,25.6,8.8
29.1,239.8,25.6,8.8
29.0,335.3,25.6,8.8
29.1,246.8,25.8,8.8
29.0,442.6,25.7,8.9
29.3,281.8,25.6,8.8
28.6,429.6,25.6,8.8
28.6,366.5,25.6,8.8
28.7,384.7,25.6,8.8
29.0,393.3,25.7,8.9
29.3,318.4,25.6,8.9
28.9,377.3,25.8,8.8
28.8,243.0,25.7,8.8
29.6,337.9,25.7,8.9
28.7,283.4,25.7,8.9
29.0,383.4,25.6,8.9
28.9,436.9,25.7,8.8
29.5,418.8,25.6,8.8
29.2,489.5,25.7,8.9
28.8,290.7,25.7,8.8
29.0,421.0,25.7,8.8
28.7,241.7,25.6,8.8
29.3,279.3,25.5,8.8
29.1,287.9,25.7,8.8
29.3,228.6,25.7,8.9
28.3,418.1,25.6,8.8
28.9,240.1,25.6,8.8
28.5,438.5,25.7,8.9
28.9,314.9,25.6,8.9
29.2,373.8,25.5,8.8
29.1,353.5,25.6,8.9
28.4,308.6,25.5,8.8
29.2,327.7,25.6,8.9
28.3,210.8,25.6,8.9
28.3,304.1,25.6,8.7
29.1,149.3,25.6,8.9
29.5,265.9,25.6,9.0
28.8,376.4,25.6,8.8
28.9,405.4,25.4,8.8
28.7,460.5,25.6,9.0
28.7,388.2,25.7,8.9
29.0,493.0,25.7,8.8
28.3,265.2,25.6,8.8
28.8,337.5,25.6,9.0
30.0,251.2,25.7,8.7
29.4,243.6,25.7,8.7
29.3,366.5,25.7,8.8
29.0,251.6,25.6,8.6
29.4,484.7,25.6,8.6
29.0,293.6,25.6,8.7
28.6,422.3,25.6,8.7
28.5,409.5,25.6,8.7
29.0,404.7,25.7,8.5
28.8,416.8,25.7,8.7
29.2,333.7,25.7,8.5
29.4,382.8,25.6,8.7
29.5,210.5,25.8,8.6
29.0,319.4,25.6,8.7
29.2,274.8,25.5,8.5
27.8,300.3,25.7,8.6
28.5,473.2,25.6,8.5
29.5,475.1,25.7,8.6
28.1,507.9,25.6,8.8
29.3,262.1,25.6,8.7
29.2,395.8,25.6,8.8
28.1,225.1,25.6,8.8
29.2,230.5,25.5,8.8
28.8,268.7,25.5,8.8
28.7,201.2,25.7,9.0
29.4,425.1,25.7,9.1
28.2,229.3,25.5,8.7
28.9,405.1,25.5,8.9
28.8,323.2,25.5,8.8
28.9,342.6,25.6,9.0
28.9,349.0,25.7,8.5
28.2,292.0,25.7,8.9
28.3,342.6,25.7,8.6
28.6,201.9,25.7,8.9
29.3,323.5,25.6,8.5
28.9,207.9,25.7,8.9
28.6,305.7,25.8,9.0
28.9,392.0,25.6,9.0
28.6,382.4,25.7,8.6
27.8,453.8,25.7,8.8
29.3,315.2,25.7,8.7
28.9,420.0,25.7,8.8
28.6,241.4,25.7,8.8
28.5,312.4,25.7,8.9
29.1,281.2,25.7,8.8
29.2,242.3,25.6,8.9
28.8,393.0,25.7,8.9
30.0,255.1,25.7,8.8
28.9,457.3,25.7,8.9
28.7,319.7,25.7,8.8
29.0,420.0,25.6,8.8
28.5,391.4,25.6,8.8
28.8,373.5,25.6,8.8
28.9,384.4,25.6,8.8
29.2,279.6,25.6,8.9
29.1,359.5,25.6,8.7
29.1,260.8,25.6,8.9
29.0,314.9,25.7,8.8
28.9,330.2,25.6,8.8
28.6,376.4,25.7,8.8
29.0,450.6,25.6,8.9
28.8,375.8,25.5,8.9
29.0,441.7,25.6,8.8
28.7,291.4,25.6,8.8
28.9,355.7,25.6,9.0
28.7,253.1,25.6,8.8
29.1,239.4,25.6,8.9
29.1,341.0,25.6,8.7
28.6,215.9,25.5,8.9
29.1,366.5,25.6,8.8
28.6,275.8,25.6,8.7
28.6,414.3,25.6,8.6
28.7,316.8,25.6,8.7
28.7,346.5,25.6,8.7
28.4,358.6,25.6,8.7
29.4,275.4,25.6,8.8
28.7,337.9,25.6,8.7
28.6,254.7,25.6,8.6
29.0,302.8,25.7,8.7
28.5,342.6,25.7,8.6
29.0,387.5,25.7,8.8
29.2,357.9,25.7,8.7
28.7,286.3,25.8,8.7
29.0,445.8,25.7,8.6
29.1,385.6,25.8,8.6
28.6,371.0,25.6,8.6
28.5,291.0,25.7,8.7
29.2,338.5,25.7,8.7
28.7,352.5,25.7,8.9
28.7,265.9,25.7,8.8
28.8,362.4,25.6,9.2
29.0,301.9,25.5,9.1
29.0,405.4,25.5,9.0
28.9,312.1,25.5,8.6
29.0,392.0,25.6,9.1
29.0,348.0,25.6,8.7
27.5,327.7,25.7,8.6
28.7,396.8,25.6,9.0
29.1,301.2,25.7,8.7
28.9,361.1,25.6,9.0
29.1,372.6,25.5,8.8
28.3,430.9,25.5,9.0
28.8,348.7,25.7,8.9
30.3,288.5,25.6,8.9
27.7,390.7,25.6,8.9
28.6,277.7,25.6,8.7
29.3,354.4,25.7,8.9
29.3,320.0,25.8,8.7
28.5,350.0,25.7,8.8
28.4,311.7,25.6,8.8
28.8,274.8,25.7,8.8
29.0,319.1,25.7,8.8
28.5,259.2,25.7,8.8
29.1,302.2,25.7,8.8
28.2,282.8,25.7,8.7
28.7,383.1,25.8,8.7
28.8,282.8,25.8,8.7
28.4,321.9,25.8,8.8
29.1,333.4,25.7,8.8
28.8,254.7,25.6,9.0
29.0,312.4,25.7,8.8
28.0,360.5,25.8,8.9
29.1,388.8,25.7,8.9
28.9,350.6,25.6,8.9
28.5,317.5,25.7,8.9
29.0,292.0,25.6,8.8
28.4,247.4,25.7,9.0
28.7,330.5,25.7,8.8
29.0,357.6,25.6,8.8
28.7,349.6,25.5,8.9
28.1,366.5,25.5,8.8
28.5,381.5,25.6,8.8
28.7,366.5,25.5,8.7
29.0,336.6,25.5,8.7
29.1,326.1,25.5,8.7
28.3,318.7,25.5,8.8
28.8,365.2,25.5,8.9
28.9,324.8,25.6,8.6
28.6,408.6,25.6,8.6
28.7,327.3,25.5,8.6
29.1,304.7,25.6,8.8
28.0,346.5,25.5,8.7
28.9,396.8,25.5,8.7
